Id,Obs_Date,State,Country,Update,Confirmed,Deaths,Recovered
44593,2020-06-17,Karnataka,India,4/2/2021 15:13,7734,102,4804
44596,2020-06-17,Kerala,India,4/2/2021 15:13,2697,20,1326
44621,2020-06-17,Ladakh,India,4/2/2021 15:13,687,1,92
44637,2020-06-17,Madhya Pradesh,India,4/2/2021 15:13,11244,482,8388
44643,2020-06-17,Maharashtra,India,4/2/2021 15:13,116752,5651,59166
44645,2020-06-17,Manipur,India,4/2/2021 15:13,552,0,192
44658,2020-06-17,Meghalaya,India,4/2/2021 15:13,44,1,30
44672,2020-06-17,Mizoram,India,4/2/2021 15:13,121,0,1
44684,2020-06-17,Nagaland,India,4/2/2021 15:13,193,0,103
44725,2020-06-17,Odisha,India,4/2/2021 15:13,4338,11,3047
44758,2020-06-17,Puducherry,India,4/2/2021 15:13,245,7,109
44762,2020-06-17,Punjab,India,4/2/2021 15:13,3497,78,2538
44772,2020-06-17,Rajasthan,India,4/2/2021 15:13,13542,313,10467
44820,2020-06-17,Sikkim,India,4/2/2021 15:13,70,0,4
44841,2020-06-17,Tamil Nadu,India,4/2/2021 15:13,50193,576,27624
44845,2020-06-17,Telangana,India,4/2/2021 15:13,5675,192,3071
44862,2020-06-17,Tripura,India,4/2/2021 15:13,1135,1,556
44876,2020-06-17,Unknown,India,4/2/2021 15:13,8703,0,0
44884,2020-06-17,Uttar Pradesh,India,4/2/2021 15:13,14598,435,8904
